_RAJ2000 deg,_DEJ2000 deg,SpTypeFull,Sp,Tc,Lc,[Fe/H] sun,age Gyr,Npl,B-V mag,Kmag mag,Lum Lsun,Name
254.6731732,-14.86967333,F3IV                      ,F3,43,4,-0.02,1.7, ,0.391,2.04,5.76,HR 6302
254.6758874,35.92591671,K0                        ,K0,60, ,     ,    , ,1.181,      ,         ,
254.6837348,76.1091693,F2                        ,F2,42, ,     ,    , ,0.389,      ,         ,
254.6859248,3.880136759,K0 V                      ,K0,60,5,     ,    , ,0.931,0.93,5.49,
254.6893661,-23.82471317,G5                        ,G5,55, ,     ,    , ,1.276,      ,         ,
254.6948914,23.80017107,G0                        ,G0,50, ,     ,    , ,0.577,      ,         ,
254.6953327,27.64499674,K5                        ,K5,65, ,     ,    , ,1.587,      ,         ,
254.6963829,-23.98669529,A8/9 V                    ,A8,38,5,     ,    , ,0.279,2.35,5,
254.7143091,76.09909138,                          ,  ,, ,     ,    , ,0.511,      ,         ,
254.7174382,-23.74657222,G2V                       ,G2,52,5,     ,    , ,0.661,3.26,1,
254.7177541,-37.62051686,A3 III                    ,A3,33,3,     ,    , ,0.179,0.64,29.05,HR 6298
254.7251972,-39.55859712,K4.5V k                 ,K4,64,5,     ,    , ,1.181,      ,0.25,
254.7254743,54.72846248,M0                        ,M0,70, ,     ,    , ,1.561,      ,         ,
254.7272954,-8.620251588,B9.5 V                    ,B9,29,5,     ,    , ,0.255,      ,         ,
254.7298592,-39.16847128,G6 III                    ,G6,56,3,     ,    , ,1.055,      ,         ,
254.7366954,-46.12899498,B2IVe                     ,B2,22,4,     ,    , ,0.155,      ,         ,
254.740514,52.3098615,K5                        ,K5,65, ,     ,    , ,1.564,      ,         ,
254.7416711,-15.81199821,G3 V                      ,G3,53,5,0.01,4.4, ,0.614,2.82,1.82,
254.7430395,17.53669601,F8                        ,F8,48, ,0.07,1.5, ,0.443,1.58,7.62,
254.7432864,31.46995501,F4                        ,F4,44, ,-0.09,1.6, ,0.455,2.52,3.35,
254.7435758,-48.43819066,F5/6 V                    ,F5,45,5,     ,    , ,0.43,      ,         ,
254.7485465,33.07116591,F0                        ,F0,40, ,     ,    , ,0.355,      ,         ,
254.7518263,-49.7438396,B8/9 V                    ,B8,28,5,     ,    , ,0.175,      ,         ,
254.757232,29.63496161,                          ,  ,, ,     ,    , ,      ,5.13,         ,
254.7607221,69.18624669,G5III                     ,G5,55,3,     ,    , ,0.725,0.03,20.58,HR 6345
254.7704469,17.68832545,A0                        ,A0,30, ,     ,    , ,0.092,0.57,37.55,
254.7732185,-48.87512043,A5 IIIS                   ,A5,35,3,     ,    , ,0.347,-0.52,51.15,
254.7733697,11.51303252,M4                        ,M4,74, ,     ,    , ,1.672,-4.07,         ,
254.7787373,-23.36664758,G0                        ,G0,50, ,     ,    , ,0.7,      ,         ,
254.7794819,-38.56601652,B3 II/III                 ,B3,23,2,     ,    , ,0.04,      ,         ,
254.7915581,6.604043012,K0                        ,K0,60, ,     ,    , ,0.978,3.58,0.55,
254.793239,-53.02365374,G8 III                    ,G8,58,3,     ,    , ,1.015,-1.35,45.08,
254.7970354,-46.95043115,G2 V                      ,G2,52,5,     ,    , ,0.567,2.62,2.23,
254.7993769,14.07929657,F2V                       ,F2,42,5,-0.17,2.1, ,0.4,1.63,6.82,
254.8078723,-37.57223301,K1 III                  ,K1,61,3,     ,    , ,1.284,      ,         ,
254.8183381,-19.42916274,G5                        ,G5,55, ,     ,    , ,0.276,      ,         ,
254.8201841,-13.1986691,F5 V                      ,F5,45,5,     ,    , ,      ,      ,         ,
254.8204752,-12.05504111,G0                        ,G0,50, ,     ,    , ,0.753,      ,         ,
254.8240053,68.67889548,A5                        ,A5,35, ,     ,    , ,0.333,1.39,11.37,
254.8239654,2.908894136,K0 IV/V                   ,K0,60,4,     ,    , ,1.111,      ,         ,
254.8271752,34.86433011,A2                        ,A2,32, ,     ,    , ,0.216,      ,         ,
254.8272221,-16.90260973,F2 V                      ,F2,42,5,0.03,0.6, ,0.52,      ,         ,
254.833163,-41.40521792,B7 III                    ,B7,27,3,     ,    , ,0.148,      ,         ,
254.8332869,-51.16378911,K1 III  F/G              ,K1,61,3,     ,    , ,1.001,      ,         ,
254.835698,24.49236477,K0                        ,K0,60, ,     ,    , ,1.267,      ,         ,
254.836088,-63.62375511,K0/2V:                    ,K0,60,5,     ,    , ,1.006,1.57,3.46,
254.8390534,-14.7347164,F0 V                      ,F0,40,5,     ,    , ,0.538,2.49,2.05,
254.8396126,-1.687673032,F2/3 V                    ,F2,42,5,-0.15,1.8, ,0.416,2.43,3.27,
254.8396408,56.68859508,K1III                     ,K1,61,3,0.25,    , ,1.165,-1.56,47.52,HR 6330
254.8471123,-16.06435939,K5 III                    ,K5,65,3,     ,    , ,1.663,      ,         ,
254.855018,38.3562382,K0                        ,K0,60, ,     ,    , ,0.981,      ,         ,
254.8557625,35.68118052,K3V                       ,K3,63,5,     ,    , ,0.984,4.29,0.27,Wolf 631
254.8571149,-28.86193876,G6/8 V                    ,G6,56,5,     ,    , ,0.773,      ,         ,
254.8730745,9.703456264,F0                        ,F0,40, ,     ,    , ,0.468,      ,         ,
254.8755935,18.55581181,K5                        ,K5,65, ,     ,    , ,1.603,      ,         ,
254.8773758,-5.826679689,F7 V                      ,F7,47,5,     ,    , ,0.649,2.37,2.47,
254.8813226,-7.955501082,G1/2 V                    ,G1,51,5,     ,    , ,0.657,2.1,3.33,
254.8886106,-26.26788368,M1V:                      ,M1,71,5,     ,    , ,1.356,4.8,0.09,Gliese 2124
254.8885265,66.99933803,K0                        ,K0,60, ,     ,    , ,1.054,0.23,11.48,
254.889027,42.36956714,K2                        ,K2,62, ,     ,    , ,0.959,0.29,10.86,
254.8915079,-69.26815204,ApSi                      ,,, ,     ,    , ,-0.103,-0.92,431.9,HR 6276
254.8937387,5.801502567,K5                        ,K5,65, ,     ,    , ,1.275,      ,         ,
254.8953497,29.54947718,A2IV/V                    ,A2,32,4,     ,    , ,0.077,0.77,35.96,
254.8960356,-53.16043681,K3III                     ,K3,63,3,-0.02,    , ,1.452,-4.44,637.29,Epsilon-1 Arae HR 6295
254.8966667,8.026739943,K2                        ,K2,62, ,     ,    , ,1.449,      ,         ,
254.8980787,-41.28571322,F5/6 IV                   ,F5,45,4,0.17,2.5, ,0.581,      ,         ,
254.9000625,-67.19956658,F5IV                      ,F5,45,4,0.35,1.9, ,0.535,0.93,10.99,
254.9108666,18.66779252,K0                        ,K0,60, ,     ,    , ,      ,      ,         ,
254.9169026,24.20453926,K0                        ,K0,60, ,     ,    , ,0.926,      ,         ,
254.9269577,-37.43804046,F5 V                      ,F5,45,5,     ,    , ,0.395,      ,         ,
254.9278547,58.59767138,G5                        ,G5,55, ,     ,    , ,0.907,-1.01,39.31,
254.9317517,-41.97860778,B9 III                    ,B9,29,3,     ,    , ,0.181,      ,         ,
254.9340228,20.8403748,K2                        ,K2,62, ,     ,    , ,1.142,      ,         ,
254.9346324,-18.24834066,G0 V                      ,G0,50,5,0.1,2.7, ,0.569,1.63,5.72,
254.9434257,36.92141531,A2                        ,A2,32, ,     ,    , ,0,1.11,22.46,
254.9492871,10.91546603,K4III                     ,K4,64,3,     ,    , ,1.499,-2.69,116.93,
254.9557746,-4.221211343,K3 III                    ,K3,63,3,     ,    , ,1.598,      ,         ,
254.9582105,37.8493781,F2IV                      ,F2,42,4,0.26,1.2, ,0.397,0.74,14.02,
254.9586573,58.46258228,A3V                       ,A3,33,5,     ,    , ,0.122,0.54,37.29,
254.959328,-43.85732175,F5                        ,F5,45, ,     ,    , ,0.552,      ,         ,
254.9634354,17.80614543,F0IV                      ,F0,40,4,     ,    , ,0.306,1.27,13.19,
254.9675131,46.02017999,F5                        ,F5,45, ,     ,    , ,0.417,      ,         ,
254.9704507,27.31593569,M3.5III                   ,M3,73,3,     ,    , ,1.55,      ,         ,
254.9780041,-73.42248748,B9III                     ,B9,29,3,     ,    , ,-0.069,      ,         ,
254.978346,-59.32966934,F5/6V                     ,F5,45,5,-0.16,2.9, ,0.47,2.51,2.83,
254.990152,-80.08619348,M                         ,,, ,     ,    , ,1.69,      ,         ,
254.9904427,-25.09219812,M1/2 III                  ,M1,71,3,     ,    , ,1.607,-4.74,         ,HR 6308
254.9988366,-31.59342514,G1 V                      ,G1,51,5,     ,    , ,0.645,3.29,1.17,
255.002644,9.797974375,A0                        ,A0,30, ,     ,    , ,0.091,0.21,59.46,
255.0028145,-22.14893462,G6 V                      ,G6,56,5,     ,    , ,0.731,3.47,0.86,
255.0054577,19.59337419,G5                        ,G5,55, ,-0.44,    , ,0.8,1.07,6.09,
255.006912,-7.531658947,G5 V                      ,G5,55,5,0.11,4.2, ,0.652,3.21,1.18,
255.0097432,-31.50011915,G0/2                      ,G0,50, ,     ,    , ,0.701,3.5,0.77,
255.0143186,53.04454596,K0                        ,K0,60, ,     ,    , ,1.344,-3.39,229.6,
255.0187183,78.09906297,K2                        ,K2,62, ,     ,    , ,1.501,-4.22,490.81,
255.021984,-57.15516478,F wl                      ,,, ,     ,    , ,      ,      ,         ,
255.0225616,39.10063362,K0III                     ,K0,60,3,     ,    , ,1.04,-1.43,48.56,Wolf 632
255.0261642,-54.59717699,A5IV/V                    ,A5,35,4,     ,    , ,0.194,1.61,12.36,HR 6297
255.0310979,0.9207308,K1 III                    ,K1,61,3,     ,    , ,1.311,      ,         ,
255.0320434,40.35076216,F5                        ,F5,45, ,-0.51,3.6, ,0.488,2.73,2.57,
255.032753,34.37022977,F8                        ,F8,48, ,     ,    , ,0.476,2.14,4.2,
255.0331478,12.16194115,K0                        ,K0,60, ,     ,    , ,0.969,      ,         ,
255.0336114,-16.64506989,K3 III                    ,K3,63,3,     ,    , ,1.16,      ,         ,
255.0388022,-68.76083571,K5V                       ,K5,65,5,     ,    , ,1.164,4.08,0.22,
255.0378228,-27.96827918,F2 V                      ,F2,42,5,     ,    , ,0.391,1.64,7.94,
255.0382204,-26.95408288,K3/4 III                ,K3,63,3,     ,    , ,0.942,      ,0.26,
255.039643,-24.98907013,F3V                       ,F3,43,5,-0.07,1.7, ,0.407,2.05,5.09,26 Ophiuchi HR 6310
255.0418295,34.33838534,G5                        ,G5,55, ,     ,    , ,0.9,-2.01,82.74,
255.0423766,48.72449523,G0                        ,G0,50, ,     ,    , ,1.036,      ,         ,
255.0544412,81.89514642,F8                        ,F8,48, ,     ,    , ,0.527,0.92,11.46,
255.0555653,49.47173621,K0                        ,K0,60, ,     ,    , ,1.168,-0.46,18.45,
255.0573242,-55.10600192,K2/3III                   ,K2,62,3,     ,    , ,1.544,      ,         ,
255.0593565,-44.98854545,F3 V                      ,F3,43,5,-0.23,2, ,0.403,1.71,7.13,
255.0605244,-18.21416566,F0 V                      ,F0,40,5,     ,    , ,0.541,      ,         ,
255.0682138,10.8228104,F8                        ,F8,48, ,-0.33,7.3, ,0.594,2.82,1.89,
255.0706007,-56.60682389,F0V                       ,F0,40,5,     ,    , ,0.324,1.25,13.56,
255.0724358,-64.58286717,K3III                     ,K3,63,3,     ,    , ,1.473,-2.42,83.14,
255.0723902,30.92640604,A0IVp lambda Boo          ,A0,30,4,-0.25,    , ,-0.018,0.53,63.72,58 Epsilon Herculis HR 6324
255.0765296,26.24420884,M2                        ,M2,72, ,     ,    , ,1.558,      ,         ,
255.0785264,-19.16842071,M1 III                    ,M1,71,3,     ,    , ,1.965,      ,         ,
255.0860944,46.87181918,A2                        ,A2,32, ,     ,    , ,0.307,1.65,10.19,
255.0894896,-22.13201799,K5                        ,K5,65, ,     ,    , ,1.694,      ,         ,
255.0930083,16.86360217,K0                        ,K0,60, ,     ,    , ,1.036,      ,         ,
255.0975172,17.91648769,K5                        ,K5,65, ,     ,    , ,1.598,      ,         ,
255.1059415,-37.93723075,G3V                       ,G3,53,5,-0.01,3, ,0.69,1.08,7.66,
255.11246,-0.779948644,F2 IV                     ,F2,42,4,     ,    , ,0.678,      ,         ,
255.1123332,-48.6477533,G8/K0 III  G             ,G8,58,3,     ,    , ,0.883,-1.31,49.89,HR 6300
255.1031652,-87.20310894,G8/K0V                    ,G8,58,5,     ,    , ,0.798,4.05,0.41,
255.1154676,75.22515057,F2                        ,F2,42, ,-0.18,1.8, ,0.414,1.04,11.94,
255.116326,73.19424973,K2                        ,K2,62, ,     ,    , ,1.3,-4.18,426.61,
255.1177714,-52.27401177,K0 III                    ,K0,60,3,     ,    , ,1.227,      ,         ,
255.1191759,15.15937942,G5V                       ,G5,55,5,-0.08,0.8, ,0.7,3.6,0.79,
255.1201656,45.77880724,F8                        ,F8,48, ,-0.14,1.9, ,0.52,2.91,1.91,
255.1224975,6.583707297,A7V                       ,A7,37,5,-0.11,    , ,0.233,1.51,11.5,HR 6317
255.1238085,-21.46166474,K0 III                    ,K0,60,3,     ,    , ,1.096,-0.35,16.83,
255.1249227,77.6147886,F8                        ,F8,48, ,-0.33,5.7, ,0.514,2.04,4.27,
255.1258265,-51.25489441,G5                        ,G5,55, ,     ,    , ,0.766,3.67,0.65,
255.1296269,-33.10273161,F6 V                      ,F6,46,5,     ,    , ,0.527,      ,         ,
255.1330615,38.90834536,K0III                     ,K0,60,3,     ,    , ,1.02,-2.03,83.73,
255.1318562,-57.29710496,G2V Fe-0.8 CH-0.5         ,G2,52,5,-0.5,13.9, ,0.581,3.05,1.41,
255.1348442,-45.45175559,K4 III                    ,K4,64,3,     ,    , ,1.81,      ,         ,HR 6303
255.139684,-48.17380929,G5/6 IV                   ,G5,55,4,     ,    , ,1.07,      ,         ,
255.1457514,-27.63455429,K2Ve                      ,K2,62,5,     ,    , ,      ,      ,         ,
255.1471995,-11.07606343,B9/9.5 V                  ,B9,29,5,     ,    , ,0.377,      ,         ,
255.1478309,-52.64435088,K1 III                    ,K1,61,3,     ,    , ,1.231,      ,         ,
255.1541189,-35.9341336,K2 IIICNII                ,K2,62,3,     ,    , ,1.161,-1.53,57.97,HR 6311
255.1609634,61.02392095,K2                        ,K2,62, ,     ,    , ,1.381,-3.25,188.03,
255.1627743,55.54147505,F5                        ,F5,45, ,     ,    , ,0.544,2.44,2.81,
255.1675739,24.41125147,B9V                       ,B9,29,5,     ,    , ,-0.079,      ,         ,
255.1687091,-27.79227796,G1/2 V                    ,G1,51,5,-0.37,    , ,0.567,3.44,1,
255.1825694,-49.57983262,F2                        ,F2,42, ,     ,    , ,0.759,      ,         ,
255.1912266,-30.51659728,G3 V                      ,G3,53,5,-0.24,9.1, ,0.613,2.61,2.08,
255.192725,-15.67980323,F3 V                      ,F3,43,5,     ,    , ,0.48,      ,         ,
255.1928872,-64.55032991,F3V                       ,F3,43,5,-0.62,5, ,0.457,2.54,2.52,
255.1945302,-66.66386655,F5.5                      ,F5,45, ,-0.09,    , ,0.627,      ,         ,
255.2261136,39.54401225,G5                        ,G5,55, ,     ,    , ,0.931,      ,         ,
255.2254743,-28.3993359,G1 V                      ,G1,51,5,-0.09,5.4, ,0.59,1.79,4.38,
255.2276847,-76.21872049,G0IV/V                    ,G0,50,4,0.18,2.7, ,0.532,1.99,4.52,
255.2289514,35.47154695,F8                        ,F8,48, ,     ,    , ,0.462,2.24,3.84,
255.2301309,-56.24643778,F2V                       ,F2,42,5,     ,    , ,0.41,2.06,4.55,
255.2320791,-56.48000878,M3/4Ib                    ,M3,73,1,     ,    , ,1.661,      ,         ,
255.2331805,-31.77765245,F6/7 V                    ,F6,46,5,     ,    , ,0.566,3.29,1.23,
255.2349831,-33.02133285,K1 IV/V                   ,K1,61,4,     ,    , ,1.463,      ,         ,
255.2381767,8.953608558,K0                        ,K0,60, ,     ,    , ,1.071,      ,         ,
255.2422301,22.63209565,K3III                     ,K3,63,3,-0.12,    , ,1.332,      ,         ,HR 6325
255.2438285,-86.36429777,A1V                       ,A1,31,5,     ,    , ,0.043,-0.54,127.11,HR 6139
255.2523516,-66.51124323,K2III                     ,K2,62,3,     ,    , ,1.375,      ,         ,
255.2522077,46.27410605,K5                        ,K5,65, ,     ,    , ,1.47,      ,         ,
255.255927,-29.67180678,M4 III                    ,M4,74,3,     ,    , ,1.466,      ,         ,
255.257369,48.96213784,F8                        ,F8,48, ,-0.02,2.9, ,0.536,1.79,5.45,
255.2612139,16.59348742,A0IV                      ,A0,30,4,     ,    , ,0.11,      ,15.84,
255.2637238,-28.55313425,K2 III                    ,K2,62,3,     ,    , ,1.126,      ,         ,
255.265008,-4.222641819,K4 III                    ,K4,64,3,-0.03,    , ,1.483,-4.2,425.66,30 Ophiuchi HR 6318
255.2652445,-45.02635644,G8 III                    ,G8,58,3,     ,    , ,1.025,      ,         ,
255.2737326,2.552411527,F3 IV/V                   ,F3,43,4,-0.01,2.1, ,0.43,1.51,7.54,
255.2750571,57.11407553,G5                        ,G5,55, ,-0.32,    , ,0.76,1.48,4.47,
255.275246,-42.07177156,B8 II                     ,B8,28,2,     ,    , ,0.108,      ,         ,
255.2738194,63.41771306,K5                        ,K5,65, ,     ,    , ,1.552,4.26,0.46,Ross 1058
255.2785464,-58.85005769,B3V                       ,B3,23,5,     ,    , ,-0.017,      ,         ,
255.2792545,-56.55506976,ApEu:Cr:Sr:               ,,, ,     ,    , ,0.1,-0.1,89.82,
255.2800648,21.49719488,A8III                     ,A8,38,3,-0.73,1.8, ,0.329,0.93,15.12,
255.2805054,11.34093552,F0                        ,F0,40, ,-0.05,1.6, ,0.384,1.95,6.42,
255.2818933,-53.98044091,K2/3III:                  ,K2,62,3,     ,    , ,1.442,      ,         ,
255.282538,-76.38925886,K0III                     ,K0,60,3,     ,    , ,0.971,      ,         ,
255.2901141,27.19652851,F5VSr                     ,F5,45,5,-0.11,1.6, ,0.427,2.39,3.71,HR 6328
255.2927778,64.69409661,G5                        ,G5,55, ,     ,    , ,0.752,0.59,13.48,
255.294811,-13.56711411,G0V                       ,G0,50,5,-0.07,    , ,0.608,3.4,1,Gliese 650
255.2967534,6.457455382,F2                        ,F2,42, ,     ,    , ,0.458,      ,         ,
255.2974903,-17.34526584,B9 III/IV                 ,B9,29,3,     ,    , ,0.268,      ,         ,
255.3004442,36.13667731,K2                        ,K2,62, ,     ,    , ,1.081,      ,         ,
255.3024916,-29.68435295,G0 II                     ,G0,50,2,     ,    , ,1.093,      ,         ,
255.3041965,-38.20330066,B9II/III                  ,B9,29,2,     ,    , ,0.134,      ,         ,
255.3061602,-7.028111532,K4 III                    ,K4,64,3,     ,    , ,1.678,      ,         ,
255.3064436,-12.21715985,G0                        ,G0,50, ,     ,    , ,0.838,      ,         ,
255.3067229,-36.7097039,G3/5                      ,G3,53, ,     ,    , ,1.021,      ,         ,
255.3091039,52.60450643,A1V                       ,A1,31,5,     ,    , ,0.091,1.19,21.76,
255.3120028,-20.436672,B7/8 V                    ,B7,27,5,     ,    , ,0.101,      ,         ,
255.3127181,53.69237606,K0                        ,K0,60, ,     ,    , ,1.025,      ,         ,
255.3201443,-43.64364826,G8V                       ,G8,58,5,0,    , ,0.758,3.58,0.69,
255.3205211,60.64875293,K1III                     ,K1,61,3,     ,    , ,1.006,-1.15,43.66,HR 6348
255.3250195,7.428559571,K0                        ,K0,60, ,     ,    , ,1.239,-1.85,77.24,
255.3248343,73.3124984,K5III                     ,K5,65,3,     ,    , ,1.561,      ,         ,
255.3361738,1.706975861,K5                        ,K5,65, ,     ,    , ,1.776,      ,         ,
255.3430513,-0.785588809,G8 IV                     ,G8,58,4,     ,    , ,1.255,      ,         ,
255.3441491,-59.76041149,F3V                       ,F3,43,5,     ,    , ,0.463,2.47,3.2,
255.3511417,37.11774356,F8                        ,F8,48, ,     ,    , ,0.6,      ,         ,
255.3510942,-26.6438068,G0 V                      ,G0,50,5,-0.06,5, ,0.577,1.51,6.61,
255.353085,-22.82495141,K0 III                    ,K0,60,3,     ,    , ,1.25,      ,         ,
255.3603222,-9.746440936,A8/9 V                    ,A8,38,5,     ,    , ,0.669,      ,         ,
255.3626827,11.16042859,A0                        ,A0,30, ,     ,    , ,0.077,      ,         ,
255.3641828,27.04452797,F8                        ,F8,48, ,     ,    , ,0.552,      ,         ,
255.3642513,-25.28754341,F3 V                      ,F3,43,5,-0.28,4.3, ,0.511,1.82,5.43,
255.364981,-26.81970024,F3/5 V                    ,F3,43,5,     ,    , ,0.476,      ,         ,
255.3658543,-65.34743119,F3V                       ,F3,43,5,     ,    , ,0.433,1.48,8.2,
255.3718908,22.47742153,M2.5e                     ,M2,72, ,     ,    , ,1.5,      ,         ,
255.3795497,58.55631578,F5                        ,F5,45, ,0,3, ,0.523,2.05,4.56,
255.3799066,-70.11369187,G wl                      ,,, ,     ,    , ,1.22,      ,         ,
255.3822802,-63.26501105,K1/2III                   ,K1,61,3,     ,    , ,1.255,      ,         ,
255.3877132,14.94971677,A0VpSiSrCrEu              ,A0,30,5,     ,    , ,0.031,0.11,75.15,HR 6326
255.3901995,42.72715141,G5                        ,G5,55, ,     ,    , ,0.876,      ,43.47,
255.3902159,12.57654675,K0                        ,K0,60, ,     ,    , ,0.98,      ,         ,
255.3953439,-6.736423057,B9IV                      ,B9,29,4,     ,    , ,0.084,      ,         ,
255.3984631,-57.58837895,                          ,  ,, ,     ,    , ,0.855,3.97,0.39,
255.4015061,33.56826733,A2III                     ,A2,32,3,     ,    , ,0.028,0.19,71.72,59 d Herculis HR 6332
255.4031418,35.54328791,K5                        ,K5,65, ,     ,    , ,1.563,      ,         ,
255.404787,25.63258191,K7                        ,K7,67, ,     ,    , ,1.442,      ,         ,
255.4085652,15.07622015,K0III                     ,K0,60,3,     ,    , ,1.115,0.11,11.3,
255.4171409,75.2974968,F0   IVN                  ,F0,40,4,     ,    , ,0.306,2.08,6.12,HR 6379
255.4252323,21.39100863,K0                        ,K0,60, ,     ,    , ,1.169,      ,         ,
255.4325461,54.59594463,K0                        ,K0,60, ,     ,    , ,1.129,-1.79,69.55,
255.433258,16.15093045,sdF:                      ,,, ,     ,    , ,0.46,      ,         ,
255.4431264,-51.13103346,A8V  F3V             ,A8,38,5,     ,    , ,0.279,0.67,23.76,HR 6312
255.4451949,6.609917854,M4                        ,M4,74, ,     ,    , ,1.481,      ,         ,
255.4474464,-58.958248,B2IVe                     ,B2,22,4,     ,    , ,-0.124,-2.47,1011.82,HR 6304
255.4477522,-75.9908648,K0III                     ,K0,60,3,     ,    , ,1.098,      ,         ,
255.4543293,-30.77900586,A2 V                      ,A2,32,5,     ,    , ,0.195,      ,         ,
255.4565818,32.29670046,F8                        ,F8,48, ,     ,    , ,0.549,1.94,4.07,
255.458453,-69.40996879,K1III                     ,K1,61,3,     ,    , ,1.159,      ,         ,
255.4586601,-74.94129532,A0V                       ,A0,30,5,     ,    , ,0.037,      ,         ,
255.4597381,28.68255538,G7                        ,G7,57, ,     ,    , ,1.125,      ,         ,
255.4621055,-44.51896679,F5 V                      ,F5,45,5,     ,    , ,0.478,      ,         ,
255.463556,-18.88553568,K1 III                    ,K1,61,3,     ,    , ,1.351,-3.12,174.8,29 Ophiuchi HR 6321
255.4632008,82.30733313,F5                        ,F5,45, ,     ,    , ,0.387,3.13,1.43,
255.4638716,39.71720609,G5                        ,G5,55, ,     ,    , ,0.867,-1.13,43.69,
255.4665979,-33.90287695,F0 V                      ,F0,40,5,     ,    , ,0.335,1.96,7.07,
255.4677795,-13.37228485,A9 V                      ,A9,39,5,     ,    , ,0.51,2.52,2.13,
255.4693444,-32.14352436,B8 V                      ,B8,28,5,     ,    , ,-0.1,-0.42,273.01,HR 6316
255.4730048,32.51664894,F8                        ,F8,48, ,0.01,1.3, ,0.463,2.55,3.21,
255.4752999,-59.04758924,B0/3 VNNE                 ,B0,20,5,     ,    , ,-0.047,      ,         ,
255.4758897,-62.14060768,A8/9III                   ,A8,38,3,     ,    , ,0.293,2.1,5.6,
255.4805874,-37.30147705,B9Ve                      ,B9,29,5,     ,    , ,0.072,      ,         ,
255.4806155,7.658555849,F8                        ,F8,48, ,0,    , ,0.504,2.7,2.36,
255.4957239,8.450667324,A1V                       ,A1,31,5,     ,    , ,0.091,0.68,36.41,HR 6329
255.499272,22.93596095,K3V                       ,K3,63,5,     ,    , ,1.007,4.07,0.32,
255.5038044,-81.43475207,K2III                     ,K2,62,3,     ,    , ,1.047,0.01,13.33,
255.505801,19.05812001,A1V                       ,A1,31,5,     ,    , ,0.124,1.9,11.73,
255.5075231,36.97533477,K2                        ,K2,62, ,     ,    , ,1.239,      ,         ,
255.5090269,25.03790752,K3III                     ,K3,63,3,     ,    , ,1.265,      ,         ,
255.5091255,-20.59539916,K0 III                    ,K0,60,3,     ,    , ,1.035,      ,         ,
255.5126049,-72.07980009,K3III                     ,K3,63,3,     ,    , ,1.545,      ,         ,
255.511553,-50.18087103,G5/6 III                  ,G5,55,3,     ,    , ,1.267,      ,         ,
255.5168244,-2.303156338,F3 V                      ,F3,43,5,     ,    , ,0.66,2.2,3.12,
255.5283784,-54.15169634,G8IV                      ,G8,58,4,     ,    , ,0.934,0.26,10.93,
255.532901,7.213568002,A3...                     ,A3,33, ,     ,    , ,0.342,      ,         ,
255.5344248,51.94232043,A2                        ,A2,32, ,     ,    , ,0.225,1.42,14.44,
255.5345897,-30.65185758,G8 IV                     ,G8,58,4,     ,    , ,1.113,      ,         ,
255.5363159,-23.2881221,G8/K0 III                 ,G8,58,3,     ,    , ,1.027,      ,         ,
255.5421489,66.52805621,G5                        ,G5,55, ,     ,    , ,1.111,      ,         ,
255.5564621,-42.62813817,K1 IIIP                 ,K1,61,3,     ,    , ,1.379,      ,         ,
255.5656177,64.60073868,G5V                       ,G5,55,5,     ,    , ,0.96,-1.42,56.34,Gliese 652.1 HR 6360
255.5665713,49.59396331,K0                        ,K0,60, ,     ,    , ,1.107,-1.68,59,
255.5677394,50.30829976,K0                        ,K0,60, ,     ,    , ,1.071,-1.34,46.83,
255.5680553,-51.69772111,K1 III                    ,K1,61,3,     ,    , ,1.149,      ,         ,
255.5680123,-61.56853364,K3.5V k                 ,K3,63,5,     ,    , ,1.035,4,0.3,Gliese 3982
255.5712635,18.61130166,K0                        ,K0,60, ,     ,    , ,1.131,      ,         ,
255.5712895,31.88411171,K0                        ,K0,60, ,     ,    , ,1.134,-1.17,41.63,HR 6336
255.5767603,-84.30370125,M3III                     ,M3,73,3,     ,    , ,1.573,      ,         ,
255.5779002,25.50561948,G7III:                    ,G7,57,3,     ,    , ,1.018,-1.43,55.93,Lalande 31041 HR 6333
255.5840272,-44.914684,K1 III                    ,K1,61,3,     ,    , ,1.329,      ,         ,
255.5847398,-48.92080675,                          ,  ,, ,     ,    , ,1.6,      ,         ,
255.5883365,40.07301015,A5                        ,A5,35, ,0.43,    , ,0.439,0.65,18.59,
255.590517,-48.918579,B7 V                      ,B7,27,5,     ,    , ,0.251,      ,         ,
255.5941669,-10.95213032,K0/1 IV                   ,K0,60,4,     ,    , ,1.504,-2.32,55.77,
255.5950829,-11.89344976,K2V k                   ,K2,62,5,-0.22,    , ,0.89,4.08,0.35,
255.5983623,-33.51618519,K2 III/IV                 ,K2,62,3,     ,    , ,1.392,      ,         ,
255.606376,24.08724163,K2                        ,K2,62, ,     ,    , ,1.125,      ,         ,
255.6089018,-11.90103509,F8                        ,F8,48, ,     ,    , ,0.658,      ,         ,
255.6123935,-72.60912234,K1II                      ,K1,61,2,     ,    , ,1.158,-2.6,137.66,
255.615168,-28.97701914,F0 V                      ,F0,40,5,     ,    , ,0.385,      ,         ,
255.6165787,-41.31882776,F3 V                      ,F3,43,5,     ,    , ,0.463,1.87,5.17,
255.61751,-56.67972242,G0/1V                     ,G0,50,5,0.09,2.9, ,0.583,1.7,5.42,
255.6237919,-46.58493605,G2/3 IV                 ,G2,52,4,     ,    , ,0.591,1.66,5.02,
255.6245882,41.1951666,F2                        ,F2,42, ,0.08,1.6, ,0.427,2.2,4.76,
